FID RT,FID Area,MS RT,Compound Name,Formula,Match Factor,Compound Source,Compound Type Abbreviation
6.068,9.7851,11.2723,"Cyclohexane, 1,2,4-trimethyl-",C9H18,90.13504411,Automatically assigned using a linear fit of manual peak assignments,C
6.157,4.5832,11.3894,"1-Ethyl-3-methylcyclohexane (c,t)",C9H18,94.98514299,Automatically assigned using a linear fit of manual peak assignments,C
6.265,2.2847,11.5833,"Octane, 3,3-dimethyl-",C10H22,79.53852093,Automatically assigned using a linear fit of manual peak assignments,B
6.333,1.1267,11.6984,p-Hydroxyphenyl methyl carbinol,C8H10O2,70.61591868,Automatically assigned using a linear fit of manual peak assignments,O
6.395,3.7919,11.8004,"1-Ethyl-3-methylcyclohexane (c,t)",C9H18,93.48895359,Automatically assigned using a linear fit of manual peak assignments,C
6.518,12.4199,11.9943,"Nonane, 5-methyl-",C10H22,89.70741179,Automatically assigned using a linear fit of manual peak assignments,B
6.557,7.5211,12.0682,"3,3,5,5-tetramethylcyclohexene",C10H18,68.17450762,Automatically assigned using a linear fit of manual peak assignments,C
6.625,4.8287,12.1818,"Benzene, (1-methylethyl)-",C9H12,85.21735994,Automatically assigned using a linear fit of manual peak assignments,A
6.663,4.1419,12.2211,"Octane, 2,7-dimethyl-",C10H22,91.28700638,Automatically assigned using a linear fit of manual peak assignments,B
6.721,1.223,12.317,"Octane, 3,6-dimethyl-",C10H22,97.25138098,Automatically assigned using a linear fit of manual peak assignments,B
6.755,1.027,,,,,,
6.81,1.3359,12.4542,"Trans-1,4-diethylcyclohexane",C10H20,59.37328737,Automatically assigned using a linear fit of manual peak assignments,C
6.844,0.7388,12.566,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
6.894,0.7045,12.6155,"(1,2,4-Trimethylcyclohexyl)methanol (isomer 3)",C10H20O,69.67443374,Automatically assigned using a linear fit of manual peak assignments,O
6.927,0.433,12.6839,"3-Acetyl-2,5-dimethyl furan",C8H10O2,56.581513,Automatically assigned using a linear fit of manual peak assignments,O
6.965,0.1899,12.7232,"Octane, 2,3-dimethyl-",C10H22,87.53101182,Automatically assigned using a linear fit of manual peak assignments,B
7.022,11.5179,12.8183,"Pentane, 3-ethyl-3-methyl-",C8H18,61.89917178,Automatically assigned using a linear fit of manual peak assignments,B
7.122,1.3107,12.9667,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
7.199,0.2764,13.103,5-Methyl-4-hexene-1-yl acetate,C9H16O2,71.42864945,Automatically assigned using a linear fit of manual peak assignments,O
7.25,0.1196,13.2183,"Decane, 3,8-dimethyl-",C12H26,66.81092565,Automatically assigned using a linear fit of manual peak assignments,B
7.297,0.1216,13.2847,"m-Menthane, (1S,3S)-(+)-",C10H20,75.24282333,Automatically assigned using a linear fit of manual peak assignments,A
7.344,0.9548,13.3388,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
7.435,0.8722,13.48448303,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
7.479,2.3365,14.0293,"Benzene, 1-ethyl-2-methyl-",C9H12,93.54366718,Manual,A
7.561,0.7459,13.7498,"Benzene, (2-methylpropyl)-",C10H14,60.80541259,Automatically assigned using a linear fit of manual peak assignments,A
7.663,0.7601,13.8925,"Nonane, 2,5-dimethyl-",C11H24,84.94597103,Automatically assigned using a linear fit of manual peak assignments,B
7.73,0.2404,13.9954,"Benzene, 1,2,3,5-tetramethyl-",C10H14,65.76072134,Automatically assigned using a linear fit of manual peak assignments,A
7.838,0.0516,14.1491,"Decane, 3,8-dimethyl-",C12H26,83.61863348,Automatically assigned using a linear fit of manual peak assignments,B
7.934,0.9211,14.4767,"2,4,4,6-Tetramethyl-6-phenylheptane",C17H28,50.95122258,Automatically assigned using a linear fit of manual peak assignments,A
8.013,0.4567,,,,,,
8.045,0.8308,14.5016,"Benzene, 1-methyl-4-propyl-",C10H14,93.54680679,Automatically assigned using a linear fit of manual peak assignments,A
8.119,0.4213,14.6174,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,92.33847884,Automatically assigned using a linear fit of manual peak assignments,A
8.172,0.0586,14.7491,"Nonane, 5-butyl-",C13H28,69.75784148,Automatically assigned using a linear fit of manual peak assignments,B
8.218,0.2473,14.7786,"Benzene, 1-methyl-4-propyl-",C10H14,89.21343922,Automatically assigned using a linear fit of manual peak assignments,A
8.267,0.0351,14.9405,"Benzene, 2-ethyl-1,4-dimethyl-",C10H14,93.83493122,Automatically assigned using a linear fit of manual peak assignments,A
8.333,0.3422,14.9713,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
8.355,0.2284,15.0766,,,,,
8.456,0.5895,15.4217,"Benzene, 2-ethyl-1,4-dimethyl-",C10H14,71.82525475,Automatically assigned using a linear fit of manual peak assignments,A
8.662,0.1544,,,,,,
8.697,0.092,15.5804,"Benzene, 1,2,4,5-tetramethyl-",C10H14,94.4706525,Automatically assigned using a linear fit of manual peak assignments,A
8.746,0.0645,15.652,,,,,
8.777,0.0711,15.9748,"Succinic acid, di(3-phenylprop-2-en-1-yl) ester",C22H22O4,75.58391135,Automatically assigned using a linear fit of manual peak assignments,O
8.835,0.0662,15.9748,"Succinic acid, di(3-phenylprop-2-en-1-yl) ester",C22H22O4,75.58391135,Automatically assigned using a linear fit of manual peak assignments,O
8.917,0.4689,15.5804,"Benzene, 1,2,4,5-tetramethyl-",C10H14,94.4706525,Manual,A
8.982,0.4222,16.1698,,,,,
9.075,0.0768,,,,,,
9.168,0.0562,16.7028,,,,,
9.256,0.0869,16.7028,,,,,
9.333,0.1513,16.7028,"2,2-Dimethylindene, 2,3-dihydro-",C11H14,60.6236909,Automatically assigned using a linear fit of manual peak assignments,A
9.459,0.1889,16.8288,"Benzene, pentamethyl-",C11H16,78.04095669,Automatically assigned using a linear fit of manual peak assignments,A
9.533,0.1074,,,,,,
9.65,0.0721,,,,,,
9.785,0.055,,,,,,
10.124,0.0964,,,,,,
12.015,0.0329,,,,,,
12.406,0.3241,,,,,,
13.989,0.202,,,,,,
15.382,0.1035,,,,,,
15.902,0.2507,,,,,,
16.492,0.069,,,,,,
16.664,0.7468,,,,,,
16.771,1.1453,,,,,,
17.006,5.4981,,,,,,
18.419,0.0382,,,,,,
