FID RT,FID Area,MS RT,Compound Name,Formula,Match Factor,Compound Source,Compound Type Abbreviation
3.487,1374.4604,8.4455,"Heptane, 2-methyl-",C8H18,97.43867228,Manual assignment based on HydroUI,B
3.591,528.2938,8.6512,"Heptane, 3-methyl-",C8H18,97.81438556,Manual assignment based on HydroUI,B
3.65,218.9192,8.7591,"Cyclohexane, 1,4-dimethyl-",C8H16,96.99998176,Manual assignment based on HydroUI,C
3.716,36.2362,8.8885,"Hexane, 2,2,5-trimethyl-",C9H20,98.44560075,Manual assignment based on HydroUI,B
3.76,13.4919,8.9675,"Cyclohexane, 1,1-dimethyl-",C8H16,90.7465398,Manual assignment based on HydroUI,C
3.793,53.1571,9.0309,"Cyclopentane, 1-ethyl-3-methyl-",C8H16,97.14074967,Manual assignment based on HydroUI,C
3.826,49.1154,9.0904,"Cyclopentane, 1-ethyl-3-methyl-",C8H16,94.17590233,Manual assignment based on HydroUI,C
3.886,11.9764,9.1986,"3-Hexene, 2,3-dimethyl-",C8H16,87.17800262,Manual assignment based on HydroUI,E
3.925,54.9032,9.2649,"Cyclohexane, 1,2-dimethyl-, trans-",C8H16,93.32422521,Manual assignment based on HydroUI,C
3.972,175.614,9.3453,Octane,C8H18,94.08697424,Manual assignment based on HydroUI,L
4.037,124.4107,9.4605,"Cyclohexane, 1,4-dimethyl-, cis-",C8H16,97.70375122,Manual assignment based on HydroUI,C
4.122,44.3557,9.604,"Cyclopentene, 1,2,3-trimethyl-",C8H14,93.47950585,Manual assignment based on HydroUI,C
4.191,23.4721,9.7139,"Heptane, 2,3-dimethyl-",C9H20,94.51764335,Manual assignment based on HydroUI,B
4.242,9.7695,9.7953,"Hexane, 2,2,5-trimethyl-",C9H20,95.37193622,Manual assignment based on HydroUI,B
4.303,64.0564,9.8923,"Heptane, 2,4-dimethyl-",C9H20,96.1039954,Manual assignment based on HydroUI,B
4.345,14.501,9.9713,"Cyclopropane, 2-(1,1-dimethyl-2-pentenyl)-1,1-dimethyl-",C12H22,82.16637845,Manual assignment based on HydroUI,C
4.402,139.5461,10.0485,"Octane, 2-methyl-",C9H20,91.52658874,Manual assignment based on HydroUI,B
4.465,34.2015,10.1602,"Cyclohexane, ethyl-",C8H16,87.97439457,Manual assignment based on HydroUI,C
4.506,188.8089,10.2078,"Heptane, 2,5-dimethyl-",C9H20,96.59351766,Manual assignment based on HydroUI,B
4.544,33.857,10.2854,"1,1,4-Trimethylcyclohexane",C9H18,83.72268148,Manual assignment based on HydroUI,C
4.609,19.6356,10.3757,"6,6-Dimethylhepta-2,4-diene",C9H16,84.18539967,Manual assignment based on HydroUI,E
4.682,10.1869,10.4804,"Heptane, 3,4,5-trimethyl-",C10H22,80.35960245,Manual assignment based on HydroUI,B
4.708,3.3822,10.5198,"Cyclohexane, 1-ethyl-1-methyl-",C9H18,70.23685557,Manual assignment based on HydroUI,C
4.746,33.9828,10.5846,"Cyclohexane, 1,3,5-trimethyl-",C9H18,92.36115531,Manual assignment based on HydroUI,C
4.83,42.0026,10.6932,"Heptane, 2,3-dimethyl-",C9H20,94.67110073,Manual assignment based on HydroUI,B
4.868,10.1167,10.7488,"Octane, 4,5-dimethyl-",C10H22,78.8958702,Manual assignment based on HydroUI,B
4.91,26.719,10.8345,Ethylbenzene,C8H10,96.16073502,Manual assignment based on HydroUI,A
4.968,197.2742,10.8813,"Octane, 2-methyl-",C9H20,97.28026498,Manual assignment based on HydroUI,B
5.037,137.045,11.0077,"Benzene, 1,3-dimethyl-",C8H10,97.99939937,Manual assignment based on HydroUI,B
5.075,79.3322,11.0331,"Octane, 3-methyl-",C9H20,96.07047063,Manual assignment based on HydroUI,B
5.135,22.5984,11.1448,"Cyclohexane, 1,3,5-trimethyl-",C9H18,88.08692555,Manual assignment based on HydroUI,C
5.18,20.4547,11.2152,"Cyclohexane, 1,3,5-trimethyl-",C9H18,85.12005927,Manual assignment based on HydroUI,C
5.227,12.6298,11.2746,"Cyclohexane, 1,3,5-trimethyl-",C9H18,84.10851251,Manual assignment based on HydroUI,C
5.282,7.6412,11.3173,"Decane, 2,2,8-trimethyl-",C13H28,71.45836774,Manual assignment based on HydroUI,B
5.316,17.3761,11.391,"1-Ethyl-3-methylcyclohexane (c,t)",C9H18,87.21455333,Manual assignment based on HydroUI,C
5.347,13.9724,11.4335,"1-Ethyl-3-methylcyclohexane (c,t)",C9H18,81.94180081,Manual assignment based on HydroUI,C
5.41,32.4789,11.5252,"Benzene, 1,3-dimethyl-",C8H10,97.89197598,Manual assignment based on HydroUI,B
5.481,7.5351,11.6063,"3,5-Dimethyl-2-furyl methyl ketone",C8H10O2,67.38841197,Manual assignment based on HydroUI,O
5.526,25.0787,11.6346,Nonane,C9H20,94.95504188,Manual assignment based on HydroUI,L
5.563,3.9349,11.8029,"1-Ethyl-3-methylcyclohexane (c,t)",C9H18,89.63165607,Manual assignment based on HydroUI,C
5.591,1.1396,11.8681,1-Ethyl-4-methylcyclohexane,C9H18,79.25031459,Manual assignment based on HydroUI,C
5.627,9.9301,,No match,,,Manual assignment based on HydroUI,
5.675,5.4987,,No match,,,Manual assignment based on HydroUI,
5.711,3.456,,No match,,,Manual assignment based on HydroUI,
5.775,7.7136,,No match,,,Manual assignment based on HydroUI,
5.808,15.0335,,No match,,,Manual assignment based on HydroUI,
5.925,23.526,12.1394,"Octane, 2,5-dimethyl-",C10H22,95.4009491,Manual assignment based on HydroUI,B
5.993,18.7968,12.2228,"Octane, 2,7-dimethyl-",C10H22,90.14043381,Manual assignment based on HydroUI,B
6.068,22.5186,,No match,,,Manual assignment based on HydroUI,
6.156,10.7004,,No match,,,Manual assignment based on HydroUI,
6.265,5.4345,,No match,,,Manual assignment based on HydroUI,
6.334,2.6518,,No match,,,Manual assignment based on HydroUI,
6.396,8.801,,No match,,,Manual assignment based on HydroUI,
6.518,27.5427,12.8995,"Nonane, 2-methyl-",C10H22,86.49098703,Manual assignment based on HydroUI,B
6.557,17.7292,,No match,,,Manual assignment based on HydroUI,
6.625,10.0143,,No match,,,Manual assignment based on HydroUI,
6.664,10.0184,,No match,,,Manual assignment based on HydroUI,
6.721,3.0066,,No match,,,Manual assignment based on HydroUI,
6.755,2.5501,,No match,,,Manual assignment based on HydroUI,
6.81,2.5949,,No match,,,Manual assignment based on HydroUI,
6.844,2.0182,,No match,,,Manual assignment based on HydroUI,
6.894,1.7548,,No match,,,Manual assignment based on HydroUI,
6.928,1.0241,,No match,,,Manual assignment based on HydroUI,
6.966,0.4582,,No match,,,Manual assignment based on HydroUI,
7.023,23.8939,13.5032,"Benzene, 1,2,4-trimethyl-",C9H12,93.36502662,Manual assignment based on HydroUI,B
7.123,3.3564,,No match,,,Manual assignment based on HydroUI,
7.199,0.7354,,No match,,,Manual assignment based on HydroUI,
7.249,0.2675,,No match,,,Manual assignment based on HydroUI,
7.297,0.2499,,No match,,,Manual assignment based on HydroUI,
7.343,2.4524,,No match,,,Manual assignment based on HydroUI,
7.435,2.235,,No match,,,Manual assignment based on HydroUI,
7.48,5.2286,,No match,,,Manual assignment based on HydroUI,
7.561,1.9434,,No match,,,Manual assignment based on HydroUI,
7.664,1.9997,,No match,,,Manual assignment based on HydroUI,
7.731,0.6002,,No match,,,Manual assignment based on HydroUI,
7.84,0.1752,,No match,,,Manual assignment based on HydroUI,
7.934,2.5524,,No match,,,Manual assignment based on HydroUI,
8.015,1.5033,,No match,,,Manual assignment based on HydroUI,
8.046,2.1848,,No match,,,Manual assignment based on HydroUI,
8.12,1.3367,,No match,,,Manual assignment based on HydroUI,
8.172,0.2886,,No match,,,Manual assignment based on HydroUI,
8.218,0.8425,,No match,,,Manual assignment based on HydroUI,
8.268,0.2168,,No match,,,Manual assignment based on HydroUI,
8.333,0.9908,,No match,,,Manual assignment based on HydroUI,
8.356,0.7052,,No match,,,Manual assignment based on HydroUI,
8.392,0.082,,No match,,,Manual assignment based on HydroUI,
8.456,1.6308,,No match,,,Manual assignment based on HydroUI,
8.551,0.0927,,No match,,,Manual assignment based on HydroUI,
8.663,0.338,,No match,,,Manual assignment based on HydroUI,
8.696,0.1795,,No match,,,Manual assignment based on HydroUI,
8.747,0.1271,,No match,,,Manual assignment based on HydroUI,
8.777,0.1586,,No match,,,Manual assignment based on HydroUI,
8.831,0.1548,,No match,,,Manual assignment based on HydroUI,
8.917,1.2539,,No match,,,Manual assignment based on HydroUI,
8.983,1.0895,,No match,,,Manual assignment based on HydroUI,
9.074,0.117,,No match,,,Manual assignment based on HydroUI,
9.168,0.086,,No match,,,Manual assignment based on HydroUI,
9.259,0.1589,,No match,,,Manual assignment based on HydroUI,
9.335,0.2287,,No match,,,Manual assignment based on HydroUI,
9.46,0.3578,,No match,,,Manual assignment based on HydroUI,
9.533,0.065,,No match,,,Manual assignment based on HydroUI,
9.607,0.1017,,No match,,,Manual assignment based on HydroUI,
9.648,0.0465,,No match,,,Manual assignment based on HydroUI,
9.701,0.0396,,No match,,,Manual assignment based on HydroUI,
9.785,0.0737,,No match,,,Manual assignment based on HydroUI,
9.921,0.0561,,No match,,,Manual assignment based on HydroUI,
9.974,0.048,,No match,,,Manual assignment based on HydroUI,
10.037,0.1295,,No match,,,Manual assignment based on HydroUI,
10.123,0.2928,,No match,,,Manual assignment based on HydroUI,
10.286,0.054,,No match,,,Manual assignment based on HydroUI,
10.323,0.0739,,No match,,,Manual assignment based on HydroUI,
10.431,0.0501,,No match,,,Manual assignment based on HydroUI,
10.523,0.0753,,No match,,,Manual assignment based on HydroUI,
10.602,0.057,,No match,,,Manual assignment based on HydroUI,
10.69,0.0655,,No match,,,Manual assignment based on HydroUI,
10.853,0.1725,,No match,,,Manual assignment based on HydroUI,
10.946,0.0697,,No match,,,Manual assignment based on HydroUI,
11.009,0.1876,,No match,,,Manual assignment based on HydroUI,
11.099,0.1557,,No match,,,Manual assignment based on HydroUI,
11.222,0.0754,,No match,,,Manual assignment based on HydroUI,
11.278,0.0895,,No match,,,Manual assignment based on HydroUI,
11.499,0.3361,,No match,,,Manual assignment based on HydroUI,
11.561,0.0495,,No match,,,Manual assignment based on HydroUI,
11.716,0.271,,No match,,,Manual assignment based on HydroUI,
11.792,0.1368,,No match,,,Manual assignment based on HydroUI,
11.858,0.1422,,No match,,,Manual assignment based on HydroUI,
11.946,0.1634,,No match,,,Manual assignment based on HydroUI,
12.016,0.0469,,No match,,,Manual assignment based on HydroUI,
12.166,0.1258,,No match,,,Manual assignment based on HydroUI,
12.205,0.0494,,No match,,,Manual assignment based on HydroUI,
12.272,0.0379,,No match,,,Manual assignment based on HydroUI,
12.332,0.1606,,No match,,,Manual assignment based on HydroUI,
12.422,0.102,,No match,,,Manual assignment based on HydroUI,
12.527,0.0376,,No match,,,Manual assignment based on HydroUI,
12.795,0.1828,,No match,,,Manual assignment based on HydroUI,
12.907,0.1348,,No match,,,Manual assignment based on HydroUI,
12.996,0.0381,,No match,,,Manual assignment based on HydroUI,
13.138,0.0324,,No match,,,Manual assignment based on HydroUI,
13.28,0.037,,No match,,,Manual assignment based on HydroUI,
13.583,0.0391,,No match,,,Manual assignment based on HydroUI,
14.023,0.0572,,No match,,,Manual assignment based on HydroUI,
14.13,0.044,,No match,,,Manual assignment based on HydroUI,
14.449,0.2439,,No match,,,Manual assignment based on HydroUI,
14.664,0.0711,,No match,,,Manual assignment based on HydroUI,
15.069,2.732,,No match,,,Manual assignment based on HydroUI,
15.844,0.2381,,No match,,,Manual assignment based on HydroUI,
15.965,0.1292,,No match,,,Manual assignment based on HydroUI,
16.167,0.0372,,No match,,,Manual assignment based on HydroUI,
17.254,0.3592,,No match,,,Manual assignment based on HydroUI,
18.42,0.0425,,No match,,,Manual assignment based on HydroUI,
