FID RT,FID Area,MS RT,Compound Name,Formula,Match Factor,Compound Source,Compound Type Abbreviation
18.547,0.1567,18.5493,"Benzene, 1-isopentyl-2,4,5-trimethyl-",C14H22,57.20549689,Automatically assigned using a linear fit of manual peak assignments,A
18.649,0.0655,18.5493,,,,,
18.712,0.0789,18.5493,,,,,
18.818,0.4122,18.8187,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,70.6926495,Automatically assigned using a linear fit of manual peak assignments,A
18.893,0.2583,18.8187,,,,,
19.011,0.3529,18.8187,,,,,
19.149,0.1195,19.002,"Naphthalene, 1,6,7-trimethyl-",C13H14,71.31850185,Automatically assigned using a linear fit of manual peak assignments,A
19.266,0.4094,19.2625,,,,,
19.33,0.5553,19.2625,,,,,
19.528,0.1717,19.5276,,,,,
19.567,0.3258,19.5276,,,,,
19.734,0.7488,19.5633,"Naphthalene, 1,4,6-trimethyl-",C13H14,76.42833734,Automatically assigned using a linear fit of manual peak assignments,A
19.948,0.301,20.03792303,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
20.047,0.1111,20.03792303,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
20.228,0.0726,20.03792303,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
20.326,0.0999,20.2342,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
20.383,0.1239,20.2342,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
20.426,0.1296,20.2342,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
20.467,0.1715,20.464,"Naphthalene, 1-methyl-7-(1-methylethyl)-",C14H16,54.95578692,Automatically assigned using a linear fit of manual peak assignments,A
20.559,0.0576,20.464,,,,,
20.613,0.1162,20.464,,,,,
20.695,0.4307,20.6945,3-Biphenylmethanol,C13H12O,53.25694769,Automatically assigned using a linear fit of manual peak assignments,O
20.836,0.0402,20.6945,,,,,
20.952,0.6516,20.9501,"1,4,5,8-Tetramethylnaphthalene",C14H16,85.48500391,Automatically assigned using a linear fit of manual peak assignments,A
21.141,0.4698,20.9501,,,,,
21.19,0.1748,21.1392,"Naphthalene, 1,2,3,4-tetramethyl-",C14H16,87.62418531,Automatically assigned using a linear fit of manual peak assignments,A
21.253,0.0607,21.1392,,,,,
21.321,0.098,21.1392,,,,,
21.38,0.2746,21.318,,,,,
21.426,0.1833,21.318,,,,,
21.494,0.3669,21.318,"ethanone, 1-(5,8-dimethyl-1-naphthalenyl)-",C14H14O,52.76553304,Automatically assigned using a linear fit of manual peak assignments,O
21.623,0.1037,21.4927,,,,,
21.683,0.2186,21.4927,"1,4,5,8-Tetramethylnaphthalene",C14H16,53.45633191,Automatically assigned using a linear fit of manual peak assignments,A
21.752,0.0639,21.6813,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
21.808,0.1118,21.6813,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
21.898,0.1371,21.9701,,,,,
21.97,0.4138,21.9701,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,67.7633646,Automatically assigned using a linear fit of manual peak assignments,A
22.098,0.2847,21.9701,,,,,
22.204,0.143,22.0969,,,,,
22.268,0.0383,22.0969,,,,,
22.334,0.1053,22.2052,,,,,
22.438,0.0867,22.5422,,,,,
22.545,0.2197,22.5422,,,,,
22.634,0.5448,22.5422,"2',4'-Dihydroxy-3',5'-dimethoxyacetophenone",C10H12O5,71.06002676,Automatically assigned using a linear fit of manual peak assignments,O
22.73,0.1428,22.5422,,,,,
22.775,0.1029,22.6316,,,,,
22.846,0.0997,22.7279,,,,,
22.897,0.1509,22.7279,,,,,
22.996,0.4357,22.9952,,,,,
23.07,0.1465,22.9952,,,,,
23.212,0.4524,23.2111,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,82.41816106,Automatically assigned using a linear fit of manual peak assignments,A
23.382,0.4097,23.2111,,,,,
23.574,0.3273,23.3857,"Sebacic acid, nonyl 4-(2-phenylpropyl-2)-phenyl ester",C34H50O4,80.89718953,Automatically assigned using a linear fit of manual peak assignments,O
23.682,0.2583,23.825,,,,,
23.755,0.1313,23.825,,,,,
23.829,0.1775,23.825,,,,,
24.023,0.2625,23.825,,,,,
24.117,0.3547,24.0882,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
24.244,0.2292,24.0882,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
24.35,0.1276,24.0882,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
24.445,0.0948,24.636,,,,,
24.641,0.5197,24.636,"Sebacic acid, nonyl 4-(2-phenylpropyl-2)-phenyl ester",C34H50O4,82.70267626,Automatically assigned using a linear fit of manual peak assignments,O
24.907,0.3325,24.636,,,,,
25.094,0.2326,,,,,,
25.201,0.1279,,,,,,
25.305,0.1967,,,,,,
25.371,0.0619,,,,,,
25.477,0.0819,,,,,,
25.764,0.1623,,,,,,
25.846,0.3474,,,,,,
25.977,0.3946,,,,,,
26.12,0.0812,26.3027,,,,,
26.255,0.1658,26.3027,,,,,
26.497,0.1678,26.3027,"3,5-di-tert-Butyl-4-hydroxyanisole",C15H24O2,59.58213765,Automatically assigned using a linear fit of manual peak assignments,O
26.59,0.0502,26.5182,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
26.641,0.0369,26.5182,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
26.731,0.2237,26.5182,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
26.861,0.1569,27.1463,,,,,
26.917,0.0949,27.1463,,,,,
27.041,0.2176,27.1463,,,,,
27.138,0.3265,27.1463,,,,,
27.393,0.9954,27.389,2-Isopropyl-10-methylphenanthrene,C18H18,57.82805441,Manual,A
27.58,0.356,27.389,,,,,
27.67,0.3176,27.5932,"3,5-di-tert-Butyl-4-hydroxyacetophenone",C16H24O2,57.24738029,Automatically assigned using a linear fit of manual peak assignments,O
27.768,0.1875,27.5932,,,,,
27.932,0.3471,28.1953,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
27.997,0.0665,28.1953,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
28.121,0.4776,28.1953,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
28.371,0.3826,28.1953,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
28.544,0.2357,28.6282,,,,,
28.627,0.3349,28.6282,,,,,
28.662,0.1193,28.6282,,,,,
28.883,0.4143,28.6282,"8-Isopropyl-1,3-dimethylphenanthrene",C19H20,53.38326332,Automatically assigned using a linear fit of manual peak assignments,A
29.804,0.3516,29.8038,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
29.91,0.4154,29.8038,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
30.298,3.9688,30.2036,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
31.061,15.1563,30.9154,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
31.408,4.5484,31.5805,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
31.753,0.1758,31.5805,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
31.774,0.1361,31.5805,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
31.908,0.0348,31.7854,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
32.248,0.0993,32.207,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
32.475,0.175,32.58577366,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
32.741,0.3875,32.58577366,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
32.888,0.0646,32.87457374,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
32.962,0.1072,32.87457374,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
33.001,0.4722,32.87457374,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
33.114,0.1694,33.0999,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
33.243,0.1008,33.0999,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
33.275,0.3942,33.0999,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
33.729,0.3878,33.5572,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
33.814,0.1347,33.696,Dimethyl hydrastate,C11H10O6,51.64984145,Automatically assigned using a linear fit of manual peak assignments,O
33.955,0.9381,34.1194,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
34.149,0.4528,34.1194,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
34.533,0.3579,34.35122421,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
34.593,0.1087,34.7862,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
34.636,0.068,34.7862,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
34.91,0.3049,34.7862,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
35.168,0.2466,35.2949,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
35.601,0.2387,,,,,,
35.725,0.065,35.9204,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
35.869,0.1339,35.9204,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
35.936,0.3051,35.9204,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
36.083,0.0631,35.9204,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
36.237,0.0628,36.1624,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
36.448,0.0307,36.59356364,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
37.114,0.0965,,,,,,
37.234,0.1649,,,,,,
37.363,0.0326,,,,,,
38.266,0.2994,38.0679,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
38.96,0.3333,38.94260465,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
39.448,0.0634,39.4145,,,,,
39.504,0.1255,39.4145,,,,,
39.553,0.1696,39.4145,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,64.21073725,Automatically assigned using a linear fit of manual peak assignments,O
