FID RT,FID Area,MS RT,Compound Name,Formula,Match Factor,Compound Source,Compound Type Abbreviation
3.65,170.4638,7.2533,"Cyclohexane, methyl-",C7H14,97.73327615,Automatically assigned using a linear fit of manual peak assignments,C
3.717,29.7819,7.4327,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
3.762,7.8017,7.479,"Furan, 2-ethyl-5-methyl-",C7H10O,79.51567581,Automatically assigned using a linear fit of manual peak assignments,O
3.794,34.5626,7.5453,"Hexane, 2,4-dimethyl-",C8H18,97.77254039,Automatically assigned using a linear fit of manual peak assignments,B
3.827,32.0727,7.7418,"Cyclopentane, 1,2,4-trimethyl-",C8H16,95.90253155,Automatically assigned using a linear fit of manual peak assignments,C
3.887,7.0066,,,,,,
3.926,35.2898,,,,,,
3.973,62.7753,7.9516,"3-Hexene, 2,3-dimethyl-",C8H16,93.64399138,Automatically assigned using a linear fit of manual peak assignments,E
4.038,80.4101,8.0204,"Cyclopentene, 1,2,3-trimethyl-",C8H14,78.16941616,Automatically assigned using a linear fit of manual peak assignments,C
4.123,27.1481,8.2052,3-Ethyl-2-hexene,C8H16,87.89818037,Automatically assigned using a linear fit of manual peak assignments,E
4.192,16.7904,,,,,,
4.243,3.1439,8.4487,"Heptane, 2-methyl-",C8H18,98.14053601,Automatically assigned using a linear fit of manual peak assignments,B
4.304,39.9566,8.5774,"Cyclohexene, 1-methyl-",C7H12,83.30243466,Automatically assigned using a linear fit of manual peak assignments,E
4.348,7.3447,8.6538,"Heptane, 3-methyl-",C8H18,97.85171388,Automatically assigned using a linear fit of manual peak assignments,B
4.403,85.8758,8.7627,"Cyclohexane, 1,3-dimethyl-, cis-",C8H16,97.13250958,Automatically assigned using a linear fit of manual peak assignments,C
4.467,19.1026,8.8912,"Hexane, 2,2,5-trimethyl-",C9H20,97.98099982,Automatically assigned using a linear fit of manual peak assignments,B
4.507,118.8577,8.9712,"Cyclohexane, 1,1-dimethyl-",C8H16,89.88193505,Automatically assigned using a linear fit of manual peak assignments,C
4.546,18.8107,10.2881,"1,1,4-Trimethylcyclohexane",C9H18,84.08160073,Manual,C
4.61,11.8595,9.2036,"3-Heptene, 4-methyl-",C8H16,84.71280667,Automatically assigned using a linear fit of manual peak assignments,E
4.684,5.1512,9.3482,"Heptane, 2,4-dimethyl-",C9H20,93.21468925,Automatically assigned using a linear fit of manual peak assignments,B
4.71,2.0202,,,,,,
4.747,20.2274,9.4635,"Cyclohexane, 1,4-dimethyl-, cis-",C8H16,97.75123386,Automatically assigned using a linear fit of manual peak assignments,C
4.831,24.3012,9.6069,"1,4-Pentadiene, 2,3,3-trimethyl-",C8H14,88.58116475,Automatically assigned using a linear fit of manual peak assignments,E
4.868,4.4627,9.7074,"6,6-Dimethylhepta-2,4-diene",C9H16,79.71669948,Automatically assigned using a linear fit of manual peak assignments,E
4.912,9.837,9.7995,"Hexane, 2,2,5-trimethyl-",C9H20,87.97906688,Automatically assigned using a linear fit of manual peak assignments,B
4.969,93.6453,9.8953,"Heptane, 2,4-dimethyl-",C9H20,97.59550635,Automatically assigned using a linear fit of manual peak assignments,B
5.038,72.9623,10.0396,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
5.077,37.1991,10.1071,Isomaltol,C6H6O3,65.47367106,Automatically assigned using a linear fit of manual peak assignments,O
5.112,2.9762,10.163,"Cyclohexane, ethyl-",C8H16,89.51175851,Automatically assigned using a linear fit of manual peak assignments,C
5.137,8.9302,10.21,"Heptane, 2,5-dimethyl-",C9H20,96.72740771,Automatically assigned using a linear fit of manual peak assignments,B
5.181,10.9597,10.2881,"1,1,4-Trimethylcyclohexane",C9H18,84.08160073,Automatically assigned using a linear fit of manual peak assignments,C
5.229,6.9319,10.3782,Trans-1-methyl-2-nonyl-cyclohexane,C16H32,73.42232081,Automatically assigned using a linear fit of manual peak assignments,C
5.283,3.6628,10.4818,"Heptane, 3,4,5-trimethyl-",C10H22,72.98722522,Automatically assigned using a linear fit of manual peak assignments,B
5.318,8.7772,10.587,"Cyclohexane, 1,3,5-trimethyl-",C9H18,89.28051423,Automatically assigned using a linear fit of manual peak assignments,C
5.349,6.4509,10.6867,Isomaltol,C6H6O3,68.75177355,Automatically assigned using a linear fit of manual peak assignments,O
5.411,14.7597,10.7515,"Pentane, 3-ethyl-2,2-dimethyl-",C9H20,74.88191346,Automatically assigned using a linear fit of manual peak assignments,B
5.483,3.7286,10.8662,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
5.527,7.2208,11.0101,"Benzene, 1,3-dimethyl-",C8H10,97.54296099,Automatically assigned using a linear fit of manual peak assignments,B
5.564,1.9863,11.0358,"Octane, 3-methyl-",C9H20,96.06853089,Automatically assigned using a linear fit of manual peak assignments,B
5.593,0.7211,11.1474,"Cyclohexane, 1,3,5-trimethyl-",C9H18,89.45083709,Automatically assigned using a linear fit of manual peak assignments,C
5.628,4.4858,11.1699,"Octane, 2,2-dimethyl-",C10H22,85.21454754,Automatically assigned using a linear fit of manual peak assignments,B
5.677,2.3434,11.2727,"Cyclohexane, 1,3,5-trimethyl-",C9H18,84.81736878,Automatically assigned using a linear fit of manual peak assignments,C
5.712,1.5513,11.325,"2,2,6,6-Tetramethylheptane",C11H24,76.95298966,Automatically assigned using a linear fit of manual peak assignments,B
5.777,3.7511,,,,,,
5.81,6.0167,,,,,,
5.926,9.6938,11.8039,1-Ethyl-4-methylcyclohexane,C9H18,85.17859402,Automatically assigned using a linear fit of manual peak assignments,C
5.995,7.5174,11.9806,"Undecane, 5,6-dimethyl-",C13H28,86.76633645,Automatically assigned using a linear fit of manual peak assignments,B
6.069,8.9855,12.1443,"Octane, 2,5-dimethyl-",C10H22,95.49146736,Automatically assigned using a linear fit of manual peak assignments,B
6.158,4.4235,12.2006,"Octane, 2,7-dimethyl-",C10H22,71.54409448,Automatically assigned using a linear fit of manual peak assignments,B
6.269,2.1768,12.4261,"Undecane, 6,6-dimethyl-",C13H28,85.90431336,Automatically assigned using a linear fit of manual peak assignments,B
6.333,1.1288,12.8532,"Cyclohexane, 1-ethyl-2,3-dimethyl-",C10H20,70.99205674,Automatically assigned using a linear fit of manual peak assignments,B
6.398,2.719,12.8532,"Cyclohexane, 1-ethyl-2,3-dimethyl-",C10H20,70.99205674,Automatically assigned using a linear fit of manual peak assignments,B
6.52,9.8136,12.9072,"Benzene, 1,2,3-trimethyl-",C9H12,80.43263507,Automatically assigned using a linear fit of manual peak assignments,B
6.559,5.6082,13.0331,"Benzene, 1,2,4-trimethyl-",C9H12,92.63779355,Automatically assigned using a linear fit of manual peak assignments,B
6.627,4.1216,,,,,,
6.666,3.1748,,,,,,
6.718,1.1699,,,,,,
6.756,0.9074,,,,,,
6.811,0.9135,,,,,,
6.845,0.6576,,,,,,
6.896,0.5364,,,,,,
6.93,0.3798,,,,,,
6.968,0.1533,,,,,,
7.025,8.4993,13.50388971,Mesitylene,C9H12,91.33685626,Manual,A
7.125,0.8425,,,,,,
7.202,0.2146,,,,,,
7.25,0.0946,,,,,,
7.298,0.0781,,,,,,
7.345,0.6576,,,,,,
7.437,0.6052,,,,,,
7.481,1.5917,,,,,,
7.562,0.4844,,,,,,
7.666,0.4662,,,,,,
7.734,0.1831,,,,,,
7.84,0.0577,,,,,,
7.936,0.6331,,,,,,
8.016,0.3287,,,,,,
8.048,0.6029,,,,,,
8.121,0.283,,,,,,
8.175,0.0683,,,,,,
8.22,0.1885,,,,,,
8.27,0.0484,,,,,,
8.335,0.2524,,,,,,
8.358,0.2015,,,,,,
8.458,0.392,,,,,,
8.664,0.1026,,,,,,
8.699,0.0606,,,,,,
8.749,0.0601,,,,,,
8.781,0.0413,,,,,,
8.836,0.0492,,,,,,
8.919,0.3883,,,,,,
8.985,0.3538,,,,,,
9.074,0.0626,,,,,,
9.167,0.057,,,,,,
9.263,0.0662,,,,,,
9.337,0.1254,,,,,,
9.462,0.1517,,,,,,
9.609,0.0983,,,,,,
9.647,0.037,,,,,,
9.703,0.0364,,,,,,
9.789,0.0536,,,,,,
9.975,0.0716,,,,,,
10.125,0.1915,,,,,,
10.293,0.0689,,,,,,
11.282,0.0591,,,,,,
11.466,0.1196,,,,,,
13.629,0.9211,,,,,,
13.651,0.3909,,,,,,
13.754,0.3636,,,,,,
13.812,0.1586,,,,,,
13.873,0.1205,,,,,,
13.942,0.1287,,,,,,
13.971,0.0914,,,,,,
13.989,0.0663,,,,,,
14.043,0.0517,,,,,,
14.079,0.0368,,,,,,
14.155,0.3334,,,,,,
14.253,0.0912,,,,,,
14.361,0.1399,,,,,,
14.386,0.0766,,,,,,
14.425,0.3266,,,,,,
14.494,0.2953,,,,,,
14.643,0.2053,,,,,,
14.667,0.114,,,,,,
14.696,0.085,,,,,,
14.741,0.0715,,,,,,
14.812,0.2216,,,,,,
14.865,0.2679,,,,,,
14.957,0.0823,,,,,,
15,0.1851,,,,,,
15.031,0.5244,,,,,,
15.091,1.693,,,,,,
17.345,1.0182,,,,,,
18.422,0.0786,,,,,,
