FID RT,FID Area,MS RT,Compound Name,Formula,Match Factor,Compound Source,Compound Type Abbreviation
12.481,0.5939,12.4776,"Decane, 4-methyl-",C11H24,80.15872165,Automatically assigned using a linear fit of manual peak assignments,B
12.539,1.8836,12.5381,"Decane, 2-methyl-",C11H24,90.51435429,Automatically assigned using a linear fit of manual peak assignments,B
12.598,0.0797,,,,,,
12.656,0.967,12.652,"Nonane, 5-(2-methylpropyl)-",C13H28,92.67754796,Automatically assigned using a linear fit of manual peak assignments,B
12.712,0.2736,12.7082,3-Ethyl-3-methylheptane,C10H22,75.0723462,Automatically assigned using a linear fit of manual peak assignments,B
12.8,0.3516,,,,,,
12.848,0.3135,,,,,,
12.88,0.378,12.876,"Benzene, 2-ethyl-1,4-dimethyl-",C10H14,92.06962411,Automatically assigned using a linear fit of manual peak assignments,A
12.937,0.1325,,,,,,
12.989,1.0244,12.9862,"Benzene, 2-ethyl-1,4-dimethyl-",C10H14,95.68300194,Automatically assigned using a linear fit of manual peak assignments,A
13.043,0.1829,,,,,,
13.141,0.568,,,,,,
13.237,0.1826,13.1369,"Undecane, 4,7-dimethyl-",C13H28,89.29727126,Automatically assigned using a linear fit of manual peak assignments,B
13.292,0.1546,13.2899,"Benzene, 1-methyl-4-(1-methylpropyl)-",C11H16,74.54323918,Automatically assigned using a linear fit of manual peak assignments,A
13.349,0.5796,13.3547,"Benzene, 2-ethyl-1,4-dimethyl-",C10H14,81.52956338,Automatically assigned using a linear fit of manual peak assignments,A
13.418,1.4121,13.4144,"Undecane, 3,5-dimethyl-",C13H28,92.05415005,Automatically assigned using a linear fit of manual peak assignments,B
13.463,0.2357,13.4597,"Benzene, pentamethyl-",C11H16,68.18132464,Automatically assigned using a linear fit of manual peak assignments,A
13.51,2.4958,13.5147,"Undecane, 5,7-dimethyl-",C13H28,86.78216,Automatically assigned using a linear fit of manual peak assignments,B
13.583,2.749,13.5777,"Benzene, 1,2,4,5-tetramethyl-",C10H14,95.12521163,Automatically assigned using a linear fit of manual peak assignments,A
13.692,0.768,13.5851,"Nonane, 5-methyl-5-propyl-",C13H28,84.45383444,Automatically assigned using a linear fit of manual peak assignments,B
13.801,0.3993,13.7186,"3,4-Dimethylcumene",C11H16,60.19361727,Automatically assigned using a linear fit of manual peak assignments,A
13.94,1.0621,13.8205,"Benzene, 1-methyl-4-(1-methylpropyl)-",C11H16,76.31095928,Automatically assigned using a linear fit of manual peak assignments,A
14.024,0.669,14.0078,"Heptane, 4-propyl-",C10H22,58.80417833,Automatically assigned using a linear fit of manual peak assignments,B
14.091,1.0943,14.0843,"Undecane, 4-methyl-",C12H26,72.30047251,Automatically assigned using a linear fit of manual peak assignments,B
14.152,0.8082,14.1507,"Nonane, 5-(2-methylpropyl)-",C13H28,81.37429645,Manual,B 
14.197,0.254,,,,,,
14.262,0.8413,14.2565,"Undecane, 3-methyl-",C12H26,91.41447204,Automatically assigned using a linear fit of manual peak assignments,B
14.336,0.5543,14.2759,"1,3-Benzenediol, O,O'-di(2-methylbenzoyl)-",C22H18O4,78.58102813,Automatically assigned using a linear fit of manual peak assignments,O
14.425,1.0465,14.3325,"4-Ethylbenzoic acid, 6-ethyl-3-octyl ester",C19H30O2,58.15768862,Automatically assigned using a linear fit of manual peak assignments,O
14.582,0.2613,14.4224,"Benzene, 1-methyl-4-(1-methylpropyl)-",C11H16,89.82440139,Automatically assigned using a linear fit of manual peak assignments,A
14.653,0.8384,14.6463,"1,3-Benzenediol, O,O'-di(2-methylbenzoyl)-",C22H18O4,80.50658878,Automatically assigned using a linear fit of manual peak assignments,O
14.691,1.0659,14.7113,"1,3-Dimethyl-5-n-hexyladamantane",C18H32,59.42561276,Automatically assigned using a linear fit of manual peak assignments,C
14.784,1.1364,,,,,,
14.823,0.8748,14.8214,"1H-Indene, 2,3-dihydro-1,1-dimethyl-",C11H14,83.73494221,Automatically assigned using a linear fit of manual peak assignments,A
14.865,0.1011,14.8577,"Pentane, 3-ethyl-3-methyl-",C8H18,72.89313169,Automatically assigned using a linear fit of manual peak assignments,B
14.91,0.4164,14.9048,"Undecane, 2,5-dimethyl-",C13H28,88.07462073,Automatically assigned using a linear fit of manual peak assignments,B
14.965,0.8671,14.9625,"Benzene, pentamethyl-",C11H16,85.32437192,Automatically assigned using a linear fit of manual peak assignments,A
15.028,0.7666,15.0349,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
15.125,0.7224,15.1787,"Benzene, 1,3,5-trimethyl-2-propyl-",C12H18,83.56081711,Automatically assigned using a linear fit of manual peak assignments,A
15.191,1.3134,15.2009,"Dodecane, 3-methyl-",C13H28,54.03294356,Automatically assigned using a linear fit of manual peak assignments,B
15.301,0.1547,,,,,,
15.357,0.1394,15.3579,"Benzene, pentamethyl-",C11H16,69.36463841,Automatically assigned using a linear fit of manual peak assignments,A
15.395,0.2991,15.3919,"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",C12H16,84.62990751,Automatically assigned using a linear fit of manual peak assignments,A
15.459,0.6682,,,,,,
15.494,0.8697,15.5224,"Benzene, 1,2-diethyl-3,4-dimethyl-",C12H18,77.86948051,Automatically assigned using a linear fit of manual peak assignments,A
15.554,0.7323,15.5526,"Dodecane, 4-methyl-",C13H28,62.18133552,Automatically assigned using a linear fit of manual peak assignments,B
15.622,1.3265,15.6183,"Undecane, 3-methyl-",C12H26,77.71969802,Automatically assigned using a linear fit of manual peak assignments,B
15.721,0.6108,15.658,"Benzene, 1,4-dimethyl-2-(2-methylpropyl)-",C12H18,75.33414402,Automatically assigned using a linear fit of manual peak assignments,A
15.753,0.7211,15.7528,"Benzene, 1-(1,1-dimethylethyl)-3,5-dimethyl-",C12H18,78.12975075,Automatically assigned using a linear fit of manual peak assignments,A
15.799,0.5549,15.7976,"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",C12H16,62.51631077,Automatically assigned using a linear fit of manual peak assignments,A
15.847,1.1213,15.8428,"Octane, 2,2,6-trimethyl-",C11H24,77.35192948,Automatically assigned using a linear fit of manual peak assignments,B
15.919,0.7914,15.9155,"Benzene, 1,4-dimethyl-2-(2-methylpropyl)-",C12H18,89.81244589,Automatically assigned using a linear fit of manual peak assignments,A
16.026,2.8709,16.0232,"Benzene, pentamethyl-",C11H16,90.53783483,Automatically assigned using a linear fit of manual peak assignments,A
16.11,1.043,16.1723,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
16.211,2.0642,16.2655,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
16.282,1.0268,16.2756,"Naphthalene, 2-methyl-",C11H10,81.65278886,Automatically assigned using a linear fit of manual peak assignments,A
16.353,1.466,,,,,,
16.455,0.4398,,,,,,
16.521,0.4757,16.5117,"Hexane, 3,3-dimethyl-",C8H18,54.67698592,Automatically assigned using a linear fit of manual peak assignments,B
16.584,1.25,16.5802,"1H-Indene, 2,3-dihydro-1,4,7-trimethyl-",C12H16,67.91568103,Automatically assigned using a linear fit of manual peak assignments,A
16.693,0.5423,16.6915,"Benzene, 1,3,5-trimethyl-2-(1-methylethenyl)-",C12H16,72.12056944,Automatically assigned using a linear fit of manual peak assignments,A
16.813,1.2916,,,,,,
16.853,0.3205,16.8479,"Pentane, 3-ethyl-3-methyl-",C8H18,68.27975859,Automatically assigned using a linear fit of manual peak assignments,B
16.903,1.0859,16.9137,"Hexane, 2,2,4-trimethyl-",C9H20,61.67707874,Automatically assigned using a linear fit of manual peak assignments,B
16.969,0.6725,17.0236,"Benzene, 1,1'-(1,1,10,10-tetramethyl-1,10-decanediyl)bis[3,4-dimethyl-",C30H46,64.85873968,Automatically assigned using a linear fit of manual peak assignments,A
17.022,0.2934,17.0781,"Tridecane, 3-methyl-",C14H30,73.21473518,Automatically assigned using a linear fit of manual peak assignments,B
17.09,1.0874,,,,,,
17.158,0.5922,17.1481,4-pentylphenyl 4-propylbenzoate,C21H26O2,61.30727057,Automatically assigned using a linear fit of manual peak assignments,O
17.256,0.2323,17.2949,"1,3,5-Trimethyl-2-cyclopentylbenzene",C14H20,60.43356298,Automatically assigned using a linear fit of manual peak assignments,A
17.327,1.3063,17.3209,"Benzene, 2-(2-butenyl)-1,3,5-trimethyl-",C13H18,70.13144269,Automatically assigned using a linear fit of manual peak assignments,A
17.458,0.6263,17.4784,"Phenol, 2-(2-pentyn-4-yl)-4-methyl-",C12H14O,61.14160991,Automatically assigned using a linear fit of manual peak assignments,O
17.575,1.7838,,,,,,
17.659,0.5449,17.6832,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
17.702,0.0733,,,,,,
17.751,1.5319,17.7511,"Naphthalene, 2,6-dimethyl-",C12H12,96.19923505,Automatically assigned using a linear fit of manual peak assignments,A
17.924,120.9408,17.9224,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.41227443,Automatically assigned using a linear fit of manual peak assignments,A
17.995,0.2386,18.038,"Naphthalene, 1,2,3,4-tetrahydro-5,6,7,8-tetramethyl-",C14H20,60.38540097,Automatically assigned using a linear fit of manual peak assignments,A
18.041,0.51,18.0784,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
18.118,0.1089,,,,,,
18.162,0.3337,18.1614,"Naphthalene, 1,2,3,4-tetrahydro-5,6,7,8-tetramethyl-",C14H20,59.89750709,Automatically assigned using a linear fit of manual peak assignments,A
18.198,0.3519,18.2106,"Naphthalene, 1,2-dimethyl-",C12H12,78.89796918,Automatically assigned using a linear fit of manual peak assignments,A
18.256,0.2787,18.2453,"Hexane, 2,4,4-trimethyl-",C9H20,60.99181977,Automatically assigned using a linear fit of manual peak assignments,B
18.29,0.2844,18.2897,"1,3,5-Trimethyl-2-cyclopentylbenzene",C14H20,72.69324676,Automatically assigned using a linear fit of manual peak assignments,A
18.348,0.4887,18.3438,3-Ethyl-3-methylheptane,C10H22,73.85314953,Automatically assigned using a linear fit of manual peak assignments,B
18.44,0.8634,18.4426,"Naphthalene, 1,2,3,4-tetrahydro-5,6,7,8-tetramethyl-",C14H20,62.43542725,Automatically assigned using a linear fit of manual peak assignments,A
18.546,0.9875,18.564,"Naphthalene, 1,2,3,4-tetrahydro-1,6,8-trimethyl-",C13H18,65.4708232,Automatically assigned using a linear fit of manual peak assignments,A
18.643,0.3083,18.6333,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
18.708,0.4069,,,,,Automatically assigned using a linear fit of manual peak assignments,
18.772,0.1355,18.7623,"1-(3-Methylbutyl)-2,4,6-trimethylbenzene",C14H22,64.0618409,Automatically assigned using a linear fit of manual peak assignments,A
18.816,1.2678,18.8169,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,71.70187406,Automatically assigned using a linear fit of manual peak assignments,A
18.892,1.0076,18.8873,"1,1,4,5,6-Pentamethyl-2,3-dihydro-1H-indene",C14H20,77.20143734,Automatically assigned using a linear fit of manual peak assignments,A
18.996,1.2265,,,,,,
19.059,0.328,19.0212,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
19.143,0.3365,19.1793,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
19.262,1.7844,19.2766,"Benzene, 1,2,4-trimethyl-",C9H12,59.13793325,Automatically assigned using a linear fit of manual peak assignments,A
19.327,2.1178,19.3542,"Benzene, 1,1'-(1,1,10,10-tetramethyl-1,10-decanediyl)bis[3,4-dimethyl-",C30H46,62.4643517,Automatically assigned using a linear fit of manual peak assignments,A
19.399,0.0967,,,,,,
19.433,0.0819,19.486,"Benzene, 1-(1,5-dimethylhexyl)-4-methyl-",C15H24,60.76457531,Automatically assigned using a linear fit of manual peak assignments,A
19.527,0.6268,,,,,,
19.56,0.9939,19.5577,"Naphthalene, 2,3,6-trimethyl-",C13H14,94.87268828,Automatically assigned using a linear fit of manual peak assignments,A
19.614,0.1326,19.622,"1,3-Benzenediol, o-(4-ethylbenzoyl)-o'-(3-methylbenzoyl)-",C23H20O4,71.60182159,Automatically assigned using a linear fit of manual peak assignments,O
19.73,2.703,19.7574,"Naphthalene, 2,3,6-trimethyl-",C13H14,83.86100558,Automatically assigned using a linear fit of manual peak assignments,A
19.857,0.2838,,,,,,
19.948,1.0398,19.9455,"Naphthalene, 2-(1-methylethyl)-",C13H14,67.58304087,Automatically assigned using a linear fit of manual peak assignments,A
20.044,0.9667,,,,,,
20.112,0.8242,20.0798,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
20.173,0.1716,20.1659,"1,1,2,2,3,3-Hexamethylindane",C15H22,51.5437208,Automatically assigned using a linear fit of manual peak assignments,A
20.229,0.5694,20.2263,"1,4,5,8-Tetramethylnaphthalene",C14H16,76.2770865,Automatically assigned using a linear fit of manual peak assignments,A
20.321,0.3687,,,,,,
20.379,0.5644,,,,,,
20.421,0.5679,,,,,,
20.465,0.7767,20.47,"1-(3-Methylbutyl)-2,3,4,6-tetramethylbenzene",C15H24,53.38052777,Automatically assigned using a linear fit of manual peak assignments,A
20.556,0.2371,20.6,"1,4,5,8-Tetramethylnaphthalene",C14H16,55.71209197,Automatically assigned using a linear fit of manual peak assignments,A
20.602,0.5409,20.6141,7H-Benz[de]anthracen-7-one,C17H10O,57.25848092,Automatically assigned using a linear fit of manual peak assignments,O
20.692,1.7749,20.7099,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
20.828,0.0742,20.8235,"1,1'-Biphenyl, 4-methoxy-",C13H12O,62.63417238,Automatically assigned using a linear fit of manual peak assignments,O
20.907,0.4747,,,,,,
20.948,1.5293,20.9463,"1,4,5,8-Tetramethylnaphthalene",C14H16,94.33325188,Automatically assigned using a linear fit of manual peak assignments,A
21.003,0.0947,21.0264,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,71.24367019,Automatically assigned using a linear fit of manual peak assignments,A
21.033,0.2152,21.0593,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
21.138,1.9413,,,,,,
21.189,0.7638,,,,,,
21.254,0.2842,21.2509,"1,1'-Biphenyl, 4-methoxy-",C13H12O,73.13696167,Automatically assigned using a linear fit of manual peak assignments,
21.318,0.5734,21.3167,"1,2,3,3a,8,9,9a,9b-Octahydrocyclopenta[def]phenanthrene",C15H18,56.37314311,Automatically assigned using a linear fit of manual peak assignments,A
21.377,1.1247,,,,,,
21.423,0.6366,21.4217,"1,1'-Biphenyl, 4-methoxy-",C13H12O,67.06755163,Automatically assigned using a linear fit of manual peak assignments,O
21.492,0.808,21.5418,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
21.557,0.4267,21.5673,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
21.62,0.3634,21.619,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,76.90283262,Automatically assigned using a linear fit of manual peak assignments,A
21.681,0.8349,21.6785,"Naphthalene, 1,6-dimethyl-4-(1-methylethyl)-",C15H18,76.56358085,Automatically assigned using a linear fit of manual peak assignments,A
21.748,0.2114,21.7415,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
21.808,0.3402,21.8,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,69.4731255,Automatically assigned using a linear fit of manual peak assignments,A
21.854,0.0402,21.9036,"1-Acetyl-4,6,8-trimethylazulene",C15H16O,59.08936131,Automatically assigned using a linear fit of manual peak assignments,O
21.896,0.3944,21.9421,"(1R,2S,5R)-5-Methyl-2-(1-methyl-1-(2'-naphthyl)ethyl)-cyclohexane-1-yl acrylate",C23H28O2,57.80636101,Automatically assigned using a linear fit of manual peak assignments,O
21.967,1.2244,21.9649,"6-Isopropyl-1,4-dimethylnaphthalene",C15H18,84.23418385,Automatically assigned using a linear fit of manual peak assignments,A
22.055,0.0826,,,,,,
22.097,0.7908,,,,,,
22.202,0.5718,,,,,,
22.266,0.1632,22.2619,"1,5-Diacetylnaphthalene",C14H12O2,63.39293084,Automatically assigned using a linear fit of manual peak assignments,O
22.332,0.3219,22.3321,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
22.386,0.1643,22.4298,"Naphthalene, 1,6,7-trimethyl-",C13H14,68.42767175,Automatically assigned using a linear fit of manual peak assignments,A
22.433,0.4903,22.4551,1-Ethoxy-2-phenylmethylbenzene,C15H16O,60.48386881,Automatically assigned using a linear fit of manual peak assignments,O
22.539,0.8296,22.5354,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,60.95548559,Automatically assigned using a linear fit of manual peak assignments,A
22.631,1.9585,22.6288,"6-Isopropyl-1,4-dimethylnaphthalene",C15H18,88.58907089,Automatically assigned using a linear fit of manual peak assignments,A
22.726,0.5256,,,,,,
22.769,0.3536,22.768,1-Ethoxy-2-phenylmethylbenzene,C15H16O,59.44347645,Automatically assigned using a linear fit of manual peak assignments,O
22.84,0.3728,22.8365,"2',4'-Dihydroxy-3',5'-dimethoxyacetophenone",C10H12O5,68.30536337,Automatically assigned using a linear fit of manual peak assignments,O
22.895,0.4967,22.8986,"1-(2,3,4-Trimethoxyphenyl)ethanol",C11H16O4,57.437778,Automatically assigned using a linear fit of manual peak assignments,O
22.993,1.4971,22.9899,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,84.45596605,Automatically assigned using a linear fit of manual peak assignments,A
23.068,0.5834,23.0647,"3,4,5-Trimethoxyphenylacetic acid",C11H14O5,50.88682474,Automatically assigned using a linear fit of manual peak assignments,O
23.208,1.0624,23.2084,"Naphthalene, 1,6-dimethyl-4-(1-methylethyl)-",C15H18,80.05691963,Automatically assigned using a linear fit of manual peak assignments,A
23.251,0.3361,23.2647,3-Phenyl-4-hydroxyacetophenone,C14H12O2,62.3405327,Automatically assigned using a linear fit of manual peak assignments,O
23.381,1.2344,23.3825,"1-Acetyl-4,6,8-trimethylazulene",C15H16O,77.66255951,Automatically assigned using a linear fit of manual peak assignments,O
23.461,0.1765,23.4925,1-Ethoxy-2-phenylmethylbenzene,C15H16O,60.34676763,Automatically assigned using a linear fit of manual peak assignments,O
