[AutoFPMMatch.py] 2024-07-24 18:24:29,364 - [INFO]: FIDpMS file not found for sample and phase, creating new...
[AutoFPMMatch.py] 2024-07-24 18:24:36,919 - [INFO]: FIDpMS file exists but does not contains manual or blank sourced entries
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:27:17,550 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:28:29,064 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
[Quantification.py] 2024-07-24 20:41:31,885 - [INFO]: New breakdown created: example2_Breakdown_20240724.xlsx
