FID RT,FID Area,MS RT,Compound Name,Formula,Match Factor,Compound Source,Compound Type Abbreviation
11.611,0.1606,11.6528,"Isomer of Undecane, 2,7-dimethyl-",C13H28,90.165452648445,Automatically assigned by comparing FID and MS retention times,B
11.656,1.0676,11.6528,"Undecane, 2,7-dimethyl-",C13H28,90.165452648445,Automatically assigned by comparing FID and MS retention times,B
11.696,0.6292,11.6528,"Isomer of Undecane, 2,7-dimethyl-",C13H28,90.165452648445,Automatically assigned by comparing FID and MS retention times,B
11.759,1.7314,11.756,"Nonane, 2,5-dimethyl-",C11H24,93.9513059591471,Automatically assigned by comparing FID and MS retention times,B
11.811,1.3412,11.8082,"Octane, 3-ethyl-",C10H22,86.931205771275,Automatically assigned by comparing FID and MS retention times,B
11.904,3.0309,11.9023,"Dodecane, 2,7,10-trimethyl-",C15H32,87.3859075840358,Automatically assigned by comparing FID and MS retention times,B
12.026,2.1854,12.0222,"Isomer of Dodecane, 2,7,10-trimethyl-",C15H32,90.0336737310915,Automatically assigned by comparing FID and MS retention times,B
12.106,0.9331,12.1017,"Nonane, 3,7-dimethyl-",C11H24,85.4593958827018,Automatically assigned by comparing FID and MS retention times,B
12.189,0.2158,12.1798,"Cyclopentane, 1,1,3-trimethyl-3-(2-methyl-2-propenyl)-",C12H22,65.1691692567277,Automatically assigned by comparing FID and MS retention times,C
12.232,0.0381,,,,,,
12.28,0.1431,,,,,,
12.386,1.6487,12.3845,"Benzene, 1-methyl-4-propyl-",C10H14,82.4890486017311,Automatically assigned by comparing FID and MS retention times,A
12.417,1.279,12.4161,"Decane, 5-methyl-",C11H24,89.9171017484892,Automatically assigned by comparing FID and MS retention times,B
12.474,1.3553,12.4707,"Decane, 4-methyl-",C11H24,80.24130677862,Automatically assigned by comparing FID and MS retention times,B
12.533,3.424,12.5311,"Decane, 2-methyl-",C11H24,95.0280408278626,Automatically assigned by comparing FID and MS retention times,B
12.589,0.2781,,,,,,
12.649,1.6415,12.6452,"Decane, 3-methyl-",C11H24,91.7707112429755,Automatically assigned by comparing FID and MS retention times,B
12.703,0.5892,12.7008,"Heptane, 3,4,5-trimethyl-",C10H22,78.854171034495,Automatically assigned by comparing FID and MS retention times,B
12.791,0.9804,12.7859,Hexadecane,C16H34,88.7517670812633,Automatically assigned by comparing FID and MS retention times,L
12.838,0.6246,12.8373,"Isomer of Benzene, 2-ethyl-1,4-dimethyl-",C10H14,89.997414199593,Automatically assigned by comparing FID and MS retention times,A
12.87,0.6424,12.8619,"Benzene, (1-propylbutyl)-",C13H20,59.9087418268845,Automatically assigned by comparing FID and MS retention times,A
12.929,0.3277,12.9233,"Hept-2-ene, 2,4,4,6-tetramethyl-",C11H22,66.7172598289641,Automatically assigned by comparing FID and MS retention times,E
12.979,1.4182,12.977,"Benzene, 2-ethyl-1,4-dimethyl-",C10H14,95.7689134454978,Automatically assigned by comparing FID and MS retention times,A
13.033,0.3991,,,,,,
13.132,1.3533,13.1285,"Isomer of Undecane, 4,7-dimethyl-",C13H28,91.559291489563,Automatically assigned by comparing FID and MS retention times,B
13.228,0.4769,13.2328,"Benzene, (1,2-dimethylpropyl)-",C11H16,60.8775841850637,Automatically assigned by comparing FID and MS retention times,A
13.279,0.2357,13.2793,"Isomer of Benzene, 1-methyl-4-(1-methylpropyl)-",C11H16,73.9160347168459,Automatically assigned by comparing FID and MS retention times,A
13.339,1.0475,13.3365,"Isomer of Benzene, 2-ethyl-1,4-dimethyl-",C10H14,70.1591934044266,Automatically assigned by comparing FID and MS retention times,A
13.41,2.6334,13.4069,Dodecane,C12H26,92.2803457586627,Automatically assigned by comparing FID and MS retention times,L
13.5,3.0088,13.4941,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,93.70168769666,Automatically assigned by comparing FID and MS retention times,A
13.573,3.2484,13.5765,"Undecane, 4,7-dimethyl-",C13H28,88.6350681129413,Automatically assigned by comparing FID and MS retention times,B
13.682,1.2491,13.6785,"Isomer of Undecane, 3-methyl-",C12H26,90.6070878988125,Automatically assigned by comparing FID and MS retention times,B
13.789,0.6926,13.7843,"Decane, 3,8-dimethyl-",C12H26,86.5121439678123,Automatically assigned by comparing FID and MS retention times,B
13.928,1.5821,13.9263,"Benzene, 1,3-diethyl-5-methyl-",C11H16,92.2112804270479,Automatically assigned by comparing FID and MS retention times,A
14.014,1.4094,14.0084,"Undecane, 5-methyl-",C12H26,90.1198988071493,Automatically assigned by comparing FID and MS retention times,B
14.081,1.8528,14.0747,"Undecane, 4-methyl-",C12H26,78.3814868588998,Automatically assigned by comparing FID and MS retention times,B
14.141,1.5758,14.1393,"Undecane, 2-methyl-",C12H26,81.8568669342911,Automatically assigned by comparing FID and MS retention times,B
14.185,0.5439,14.1877,4'-Methylpropiophenone,C10H12O,74.1356994473728,Automatically assigned by comparing FID and MS retention times,O
14.251,1.3404,14.2465,"Undecane, 3-methyl-",C12H26,92.292779333209,Automatically assigned by comparing FID and MS retention times,B
14.325,1.0604,14.3246,"Naphthalene, decahydro-1,6-dimethyl-",C12H22,61.942091044859,Automatically assigned by comparing FID and MS retention times,A
14.412,1.2695,14.411,"Benzene, 1-methyl-4-(1-methylpropyl)-",C11H16,85.2413902556897,Automatically assigned by comparing FID and MS retention times,A
14.569,0.5529,14.5683,No Match,,,Automatically assigned by comparing FID and MS retention times,
14.641,1.1313,14.641,"Isomer of 1H-Indene, 2,3-dihydro-1,1-dimethyl-",C11H14,78.8095231680124,Automatically assigned by comparing FID and MS retention times,A
14.684,1.6721,14.6824,"Hexane, 3,3-dimethyl-",C8H18,84.2470160210985,Automatically assigned by comparing FID and MS retention times,B
14.771,1.279,14.7689,"3,4-Dimethylcumene",C11H16,87.9791550508959,Automatically assigned by comparing FID and MS retention times,E
14.81,1.3178,14.8094,"1H-Indene, 2,3-dihydro-1,1-dimethyl-",C11H14,81.1564601769674,Automatically assigned by comparing FID and MS retention times,A
14.853,0.5458,14.8448,"Undecane, 4,4-dimethyl-",C13H28,55.7495907382726,Automatically assigned by comparing FID and MS retention times,B
14.897,1.223,14.8943,"Undecane, 3,6-dimethyl-",C13H28,91.0374803842653,Automatically assigned by comparing FID and MS retention times,B
14.952,1.4537,14.9507,"Benzene, 1-ethyl-4-(1-methylethyl)-",C11H16,81.6636531296069,Automatically assigned by comparing FID and MS retention times,A
15.016,1.1003,15.0121,"Isomer of Decane, 2,3,7-trimethyl-",C13H28,88.2941130456808,Automatically assigned by comparing FID and MS retention times,B
15.113,0.848,15.1118,"Isomer of Undecane, 3,8-dimethyl-",C13H28,83.8472456048274,Automatically assigned by comparing FID and MS retention times,B
15.187,1.3323,15.1881,"Dodecane, 3-methyl-",C13H28,64.6052108299353,Automatically assigned by comparing FID and MS retention times,B
15.289,0.2739,15.2841,"Undecane, 2,9-dimethyl-",C13H28,87.8052835995081,Automatically assigned by comparing FID and MS retention times,B
15.381,0.8495,15.3783,"Isomer of 1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",C12H16,79.8753717197369,Automatically assigned by comparing FID and MS retention times,A
15.448,0.8746,15.4443,No Match,,,Automatically assigned by comparing FID and MS retention times,
15.482,1.1598,15.4851,"Isomer of 1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",C12H16,75.8736325329756,Automatically assigned by comparing FID and MS retention times,A
15.542,0.8986,15.5405,"Dodecane, 4-methyl-",C13H28,62.3210088853255,Automatically assigned by comparing FID and MS retention times,B
15.609,1.6235,15.6051,"Decane, 2,3,7-trimethyl-",C13H28,77.8205100969968,Automatically assigned by comparing FID and MS retention times,B
15.708,0.6988,15.7051,"Isomer of Dodecane, 3-methyl-",C13H28,77.784023225033,Automatically assigned by comparing FID and MS retention times,B
15.741,0.6205,15.7416,"Ethanone, 1-(2,3,4-trimethylphenyl)-",C11H14O,85.624181535927,Automatically assigned by comparing FID and MS retention times,O
15.785,0.5224,15.7835,"1H-Indene, 2,3-dihydro-4,7-dimethyl-",C11H14,58.3711072549999,Automatically assigned by comparing FID and MS retention times,A
15.833,0.851,15.8304,"Isomer of Undecane, 3,8-dimethyl-",C13H28,79.6077883447598,Automatically assigned by comparing FID and MS retention times,B
15.905,0.7755,15.9018,"Benzene, 1,4-dimethyl-2-(2-methylpropyl)-",C12H18,84.6711523875754,Automatically assigned by comparing FID and MS retention times,A
16.012,2.2616,16.0106,"Benzene, pentamethyl-",C11H16,89.5358926456882,Automatically assigned by comparing FID and MS retention times,A
16.062,0.1794,16.0888,"1H-Indene, 2,3-dihydro-1,1,5-trimethyl-",C12H16,72.456054997584,Automatically assigned by comparing FID and MS retention times,A
16.111,0.9399,16.1137,"Undecane, 5-ethyl-",C13H28,82.3735051792634,Automatically assigned by comparing FID and MS retention times,B
16.197,1.6671,16.1959,"Benzene, 1,3,5-trimethyl-2-propyl-",C12H18,77.6415039370496,Automatically assigned by comparing FID and MS retention times,A
16.272,1.3464,16.2651,"Naphthalene, 2-methyl-",C11H10,78.5849375366203,Automatically assigned by comparing FID and MS retention times,A
16.339,1.7585,16.3348,"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",C12H16,71.9399941826371,Automatically assigned by comparing FID and MS retention times,A
16.417,0.9228,16.4194,No Match,,,Automatically assigned by comparing FID and MS retention times,
16.506,0.6109,16.5059,"Fumaric acid, 3-pentyl propyl ester",C12H20O4,59.6445556157515,Automatically assigned by comparing FID and MS retention times,O
16.57,1.4985,16.5665,"1H-Indene, 2,3-dihydro-1,4,7-trimethyl-",C12H16,62.2465178669313,Automatically assigned by comparing FID and MS retention times,A
16.679,0.8528,16.6775,"Benzene, 1,3,5-trimethyl-2-(1-methylethenyl)-",C12H16,75.1170986540634,Automatically assigned by comparing FID and MS retention times,A
16.799,1.4052,16.7993,"Naphthalene, 1,2,3,4-tetrahydro-1,6,8-trimethyl-",C13H18,72.9604389040444,Automatically assigned by comparing FID and MS retention times,A
16.84,0.4139,16.8357,"4-Methyl-1,6-heptadien-4-ol",C8H14O,56.9642717197408,Automatically assigned by comparing FID and MS retention times,O
16.89,1.3133,16.8953,"Undecane, 3,3-dimethyl-",C13H28,59.2045335680807,Automatically assigned by comparing FID and MS retention times,B
16.964,1.3345,16.9644,"Undecane, 3-ethyl-",C13H28,83.4985354074261,Automatically assigned by comparing FID and MS retention times,B
17.076,1.3068,17.071,"Benzene, hexamethyl-",C12H18,67.372009162409,Automatically assigned by comparing FID and MS retention times,A
17.147,0.9348,17.1369,"Benzene, 1,1'-(1,1,10,10-tetramethyl-1,10-decanediyl)bis[3,4-dimethyl-",C30H46,55.287848026882,Automatically assigned by comparing FID and MS retention times,A
17.243,0.3933,17.2461,No Match,,,Automatically assigned by comparing FID and MS retention times,
17.313,1.3321,17.3084,"Benzene, 2-(2-butenyl)-1,3,5-trimethyl-",C13H18,64.6760701066052,Automatically assigned by comparing FID and MS retention times,A
17.445,1.2032,17.4416,"Undecane, 3,8-dimethyl-",C13H28,83.7237387517104,Automatically assigned by comparing FID and MS retention times,B
17.563,1.8495,17.5701,"2-Ethylbutyric acid, 3-methylpent-2-yl ester",C12H24O2,61.6991234280497,Automatically assigned by comparing FID and MS retention times,O
17.647,0.7476,17.6428,"Dodecane, 2,6,10-trimethyl-",C15H32,77.6622741654308,Automatically assigned by comparing FID and MS retention times,B
17.687,0.1752,17.6428,"Isomer of Dodecane, 2,6,10-trimethyl-",C15H32,77.6622741654308,Automatically assigned by comparing FID and MS retention times,B
17.736,2.1632,17.7384,"Naphthalene, 2,6-dimethyl-",C12H12,92.1758622436148,Automatically assigned by comparing FID and MS retention times,A
17.911,156.1571,17.9097,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.3339975115203,Automatically assigned by comparing FID and MS retention times,A
18.029,0.1633,18.0255,No Match,,,Automatically assigned by comparing FID and MS retention times,
18.068,0.5118,18.0669,No Match,,,Automatically assigned by comparing FID and MS retention times,
18.105,0.3443,18.1023,"Pentane, 3-ethyl-3-methyl-",C8H18,54.0735660014834,Automatically assigned by comparing FID and MS retention times,B
18.145,0.5839,18.1405,No Match,,,Automatically assigned by comparing FID and MS retention times,
18.185,0.6861,18.176,"Tetradecane, 4-methyl-",C15H32,68.9735803736671,Automatically assigned by comparing FID and MS retention times,B
18.242,0.6487,18.2566,"Isomer of Benzene, 1,1'-(1,1,10,10-tetramethyl-1,10-decanediyl)bis[3,4-dimethyl-",C30H46,66.3160396067343,Automatically assigned by comparing FID and MS retention times,A
18.278,0.4771,18.2799,"1H-Indene, 2,3-dihydro-1,1,4,6-tetramethyl-",C13H18,52.7046628227683,Automatically assigned by comparing FID and MS retention times,A
18.338,0.8255,18.3364,"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S-cis)-",C15H22,55.5077283463146,Automatically assigned by comparing FID and MS retention times,A
18.425,0.7908,,,,,,
18.534,0.9609,18.5306,"Benzene, 1-isopentyl-2,4,5-trimethyl-",C14H22,69.948526925047,Automatically assigned by comparing FID and MS retention times,A
18.633,0.5475,18.6277,No Match,,,Automatically assigned by comparing FID and MS retention times,
18.693,0.6508,,,,,,
18.803,1.8825,18.8024,"Isomer of Benzene, 1,3,5-tri-tert-butyl-",C18H30,72.6667439303106,Automatically assigned by comparing FID and MS retention times,A
18.879,1.1579,18.8755,"1,1,4,5,6-Pentamethyl-2,3-dihydro-1H-indene",C14H20,74.696815792898,Automatically assigned by comparing FID and MS retention times,A
18.983,1.3786,18.9816,"Naphthalene, 2-(1-methylethyl)-",C13H14,77.6421035097089,Automatically assigned by comparing FID and MS retention times,A
19.131,0.5037,19.1317,"1,1,6,8-Tetramethyl-1,2-dihydro-naphthalene",C14H18,57.6384855083702,Automatically assigned by comparing FID and MS retention times,A
19.248,1.2227,19.2459,"Isomer of Naphthalene, 1,6,7-trimethyl-",C13H14,87.2364296470035,Automatically assigned by comparing FID and MS retention times,A
19.313,1.399,19.3092,"Isomer of Naphthalene, 1,6,7-trimethyl-",C13H14,85.7274703888972,Automatically assigned by comparing FID and MS retention times,A
19.385,0.2283,,,,,,
19.426,0.3744,,,,,,
19.547,1.2424,19.5452,"Naphthalene, 2,3,6-trimethyl-",C13H14,89.7397355946134,Automatically assigned by comparing FID and MS retention times,A
19.599,0.4261,,,,,,
19.717,1.529,19.7125,"Naphthalene, 1,6,7-trimethyl-",C13H14,82.1476891399354,Automatically assigned by comparing FID and MS retention times,A
19.855,0.2809,,,,,,
19.942,0.7545,19.9322,"Isomer of Naphthalene, 2,3,6-trimethyl-",C13H14,61.912804095145,Automatically assigned by comparing FID and MS retention times,A
20.031,0.6712,20.0283,No Match,,,Automatically assigned by comparing FID and MS retention times,
20.103,0.6407,20.1012,"Naphthalene, 2-methyl-1-propyl-",C14H16,67.7202890987735,Automatically assigned by comparing FID and MS retention times,A
20.211,0.4394,,,,,,
20.309,0.2739,20.3041,"Isomer of 1,4,5,8-Tetramethylnaphthalene",C14H16,64.8045341784876,Automatically assigned by comparing FID and MS retention times,A
20.369,0.4245,20.36,"Isomer of Naphthalene, 1-methyl-7-(1-methylethyl)-",C14H16,63.3642696986783,Automatically assigned by comparing FID and MS retention times,A
20.408,0.366,20.4497,"Isomer of 1,4,5,8-Tetramethylnaphthalene",C14H16,53.4438825418207,Automatically assigned by comparing FID and MS retention times,A
20.453,0.5513,20.4497,"Isomer of 1,4,5,8-Tetramethylnaphthalene",C14H16,53.4438825418207,Automatically assigned by comparing FID and MS retention times,A
20.538,0.2589,20.5855,No Match,,,Automatically assigned by comparing FID and MS retention times,
20.586,0.3599,20.5855,No Match,,,Automatically assigned by comparing FID and MS retention times,
20.708,0.8627,20.699,"Naphthalene, 1-methyl-7-(1-methylethyl)-",C14H16,68.9497119874316,Automatically assigned by comparing FID and MS retention times,A
20.816,0.0541,,,,,,
20.89,0.2852,20.9333,"Isomer of 1,4,5,8-Tetramethylnaphthalene",C14H16,85.2166341742437,Automatically assigned by comparing FID and MS retention times,A
20.935,0.7668,20.9333,"1,4,5,8-Tetramethylnaphthalene",C14H16,85.2166341742437,Automatically assigned by comparing FID and MS retention times,A
21.049,0.0673,,,,,,
21.124,0.7872,21.1215,"Naphthalene, 1,2,3,4-tetramethyl-",C14H16,83.199718434099,Automatically assigned by comparing FID and MS retention times,A
21.174,0.2708,,,,,,
21.24,0.1174,,,,,,
21.304,0.2251,21.3032,No Match,,,Automatically assigned by comparing FID and MS retention times,
21.364,0.4664,21.3601,"Isomer of Naphthalene, 1,2,3,4-tetramethyl-",C14H16,83.3984206320641,Automatically assigned by comparing FID and MS retention times,A
21.41,0.2861,21.4078,No Match,,,Automatically assigned by comparing FID and MS retention times,
21.479,0.4894,21.4761,"Isomer of Naphthalene, 1,2,3,4-tetramethyl-",C14H16,63.6924590695031,Automatically assigned by comparing FID and MS retention times,A
21.541,0.3447,,,,,,
21.607,0.1841,21.603,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,56.6212298144773,Automatically assigned by comparing FID and MS retention times,E
21.667,0.3835,21.6647,"Isomer of 1,4,5,8-Tetramethylnaphthalene",C14H16,66.6414560496668,Automatically assigned by comparing FID and MS retention times,A
21.744,0.1433,21.7855,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,54.827396939597,Automatically assigned by comparing FID and MS retention times,E
21.794,0.1672,21.7855,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,54.827396939597,Automatically assigned by comparing FID and MS retention times,E
21.842,0.0583,,,,,,
21.883,0.2657,,,,,,
21.953,0.7887,21.956,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,68.3202823727682,Automatically assigned by comparing FID and MS retention times,E
22.037,0.1388,22.0789,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,74.0134802940575,Automatically assigned by comparing FID and MS retention times,E
22.081,0.3889,22.0789,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,74.0134802940575,Automatically assigned by comparing FID and MS retention times,E
22.19,0.3768,22.1936,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,63.9328375770846,Automatically assigned by comparing FID and MS retention times,E
22.251,0.0678,,,,,,
22.319,0.1635,22.3146,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,58.3348770593999,Automatically assigned by comparing FID and MS retention times,E
22.372,0.0836,,,,,,
22.42,0.2205,22.4307,"2',4'-Dihydroxy-3',5'-dimethoxyacetophenone",C10H12O5,62.394265609483,Automatically assigned by comparing FID and MS retention times,O
22.528,0.4085,22.5285,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,57.6726313464013,Automatically assigned by comparing FID and MS retention times,E
22.615,0.9026,22.6153,"Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,75.7329496517526,Automatically assigned by comparing FID and MS retention times,E
22.711,0.2198,22.7104,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,71.8724716138617,Automatically assigned by comparing FID and MS retention times,E
22.753,0.1756,22.7104,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,71.8724716138617,Automatically assigned by comparing FID and MS retention times,E
22.828,0.1291,22.8277,"Isomer of Sebacic acid, nonyl 4-(2-phenylpropyl-2)-phenyl ester",C34H50O4,60.5675476502538,Automatically assigned by comparing FID and MS retention times,O
22.885,0.1932,,,,,,
22.977,0.6106,22.9762,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,73.1709462149747,Automatically assigned by comparing FID and MS retention times,E
23.056,0.3128,,,,,,
23.193,0.8494,23.1936,"Isomer of Azulene, 1,4-dimethyl-7-(1-methylethyl)-",C15H18,76.292860717189,Automatically assigned by comparing FID and MS retention times,E
